section_id,pmid,topic_category,path,section_category,article_category,fig_ids,table_ids,section_title
41000584_sec0,41000584,Cancer Biology & Oncology,abstract,abstract,research,,,Abstract
41000584_sec1,41000584,Cancer Biology & Oncology,METHODS,method,research,,,METHODS
41000584_sec2,41000584,Cancer Biology & Oncology,RESULTS,result,research,,T1,RESULTS
41000584_sec3,41000584,Cancer Biology & Oncology,DISCUSSION,discussion,research,908813243652,,DISCUSSION
41001603_sec0,41001603,Cancer Biology & Oncology,abstract,abstract,research,,,Abstract
41001603_sec1,41001603,Cancer Biology & Oncology,METHODS,method,research,,,METHODS
41001603_sec2,41001603,Cancer Biology & Oncology,RESULTS,result,research,,T1;T2;T3;T4,RESULTS
41001603_sec3,41001603,Cancer Biology & Oncology,DISCUSSION,discussion,research,,,DISCUSSION
39602041_sec0,39602041,Cancer Biology & Oncology,abstract,abstract,research,,,Abstract
39602041_sec1,39602041,Cancer Biology & Oncology,Introduction,introduction,research,,,Introduction
39602041_sec3,39602041,Cancer Biology & Oncology,Methods > Datasets and tools,method,research,,,Datasets and tools
39602041_sec4,39602041,Cancer Biology & Oncology,Methods > Library preparation,method,research,,,Library preparation
39602041_sec5,39602041,Cancer Biology & Oncology,Methods > Virtual screening,method,research,,,Virtual screening
39602041_sec6,39602041,Cancer Biology & Oncology,Methods > Molecular dynamics simulations,method,research,,,Molecular dynamics simulations
39602041_sec7,39602041,Cancer Biology & Oncology,Methods > Analysis of the trajectories,method,research,,,Analysis of the trajectories
39602041_sec9,39602041,Cancer Biology & Oncology,Results > Virtual screening of library compounds to identify top-scoring compounds,result,research,10688998333;172165092997;258338812301,,Virtual screening of library compounds to identify top-scoring compounds
39602041_sec10,39602041,Cancer Biology & Oncology,Results > Molecular dynamics simulation and free energy estimation of docked complexes,result,research,301103959871;821668584018,,Molecular dynamics simulation and free energy estimation of docked complexes
39602041_sec11,39602041,Cancer Biology & Oncology,Results > The mechanistic insights of the interaction of SETD7 residues with the inhibitors,result,research,958135949583,,The mechanistic insights of the interaction of SETD7 residues with the inhibitors
39602041_sec12,39602041,Cancer Biology & Oncology,Results > Comparison of pharmacokinetic properties of IMPHY002979 with known inhibitors,result,research,,Tab1,Comparison of pharmacokinetic properties of IMPHY002979 with known inhibitors
39602041_sec13,39602041,Cancer Biology & Oncology,Discussion,discussion,research,,,Discussion
39602041_sec14,39602041,Cancer Biology & Oncology,Supplementary Information,other,research,,,Supplementary Information
37338497_sec0,37338497,Cancer Biology & Oncology,abstract,abstract,review,,,Abstract
37338497_sec1,37338497,Cancer Biology & Oncology,INTRODUCTION,introduction,review,,,INTRODUCTION
37338497_sec2,37338497,Cancer Biology & Oncology,"DIET, LIFESTYLE AND ENVIRONMENT",main,review,,,"DIET, LIFESTYLE AND ENVIRONMENT"
37338497_sec3,37338497,Cancer Biology & Oncology,ROLE OF MICROBIOME IN ONCOLOGY,main,review,,,ROLE OF MICROBIOME IN ONCOLOGY
37338497_sec4,37338497,Cancer Biology & Oncology,ROLE OF MICROBIOME IN ONCOLOGY > Gut microbiota and immunotherapy,main,review,,,Gut microbiota and immunotherapy
37338497_sec5,37338497,Cancer Biology & Oncology,"ROLE OF MICROBIOME IN ONCOLOGY > Microbiome modification through prebiotics, probiotics and postbiotics",main,review,,,"Microbiome modification through prebiotics, probiotics and postbiotics"
37338497_sec6,37338497,Cancer Biology & Oncology,ROLE OF MICROBIOME IN ONCOLOGY > Microbiome modification through antibiotics,main,review,,,Microbiome modification through antibiotics
37338497_sec7,37338497,Cancer Biology & Oncology,THE ASIAN MICROBIOME,main,review,,,THE ASIAN MICROBIOME
37338497_sec8,37338497,Cancer Biology & Oncology,CONCLUSION,discussion,review,,,CONCLUSION
39602893_sec0,39602893,Cancer Biology & Oncology,abstract,abstract,review,,,Abstract
39602893_sec1,39602893,Cancer Biology & Oncology,Introduction,introduction,review,646404608625;850296772591,,Introduction
39602893_sec2,39602893,Cancer Biology & Oncology,Onkopti ® – The Database of Digitized Therapy Protocols,main,review,,,Onkopti ® – The Database of Digitized Therapy Protocols
39602893_sec3,39602893,Cancer Biology & Oncology,The Relational Database,main,review,,,The Relational Database
39602893_sec4,39602893,Cancer Biology & Oncology,The Relational Database > Relational SQL Database,main,review,,,Relational SQL Database
39602893_sec5,39602893,Cancer Biology & Oncology,Author Portal,main,review,,,Author Portal
39602893_sec6,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English",main,review,29822678858,T1,"Online Publication, Download, Import into Software for Use in German and English"
39602893_sec7,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English > Online and PDF Format",main,review,,,Online and PDF Format
39602893_sec8,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English > Import into Application Software",main,review,,,Import into Application Software
39602893_sec9,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English > Import into Application Software > BD Cato™",main,review,,,BD Cato™
39602893_sec10,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English > Import into Application Software > OptiTemplate",main,review,,,OptiTemplate
39602893_sec11,39602893,Cancer Biology & Oncology,"Online Publication, Download, Import into Software for Use in German and English > Import into Application Software > Import into Other Software Applications",main,review,,,Import into Other Software Applications
39602893_sec12,39602893,Cancer Biology & Oncology,Discussion,discussion,review,,T2;T3,Discussion
39602893_sec13,39602893,Cancer Biology & Oncology,Conclusion,discussion,review,,,Conclusion
39602893_sec14,39602893,Cancer Biology & Oncology,Conflict of Interest Statement,main,review,,,Conflict of Interest Statement
39602893_sec15,39602893,Cancer Biology & Oncology,Funding Sources,main,review,,,Funding Sources
39602893_sec16,39602893,Cancer Biology & Oncology,Author Contributions,main,review,,,Author Contributions
39602041_sec0,39602041,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39602041_sec1,39602041,AI-based Modeling & Design,Introduction,introduction,research,,,Introduction
39602041_sec3,39602041,AI-based Modeling & Design,Methods > Datasets and tools,method,research,,,Datasets and tools
39602041_sec4,39602041,AI-based Modeling & Design,Methods > Library preparation,method,research,,,Library preparation
39602041_sec5,39602041,AI-based Modeling & Design,Methods > Virtual screening,method,research,,,Virtual screening
39602041_sec6,39602041,AI-based Modeling & Design,Methods > Molecular dynamics simulations,method,research,,,Molecular dynamics simulations
39602041_sec7,39602041,AI-based Modeling & Design,Methods > Analysis of the trajectories,method,research,,,Analysis of the trajectories
39602041_sec9,39602041,AI-based Modeling & Design,Results > Virtual screening of library compounds to identify top-scoring compounds,result,research,132608272780;200803726338;204686292925,,Virtual screening of library compounds to identify top-scoring compounds
39602041_sec10,39602041,AI-based Modeling & Design,Results > Molecular dynamics simulation and free energy estimation of docked complexes,result,research,320259863148;711589556262,,Molecular dynamics simulation and free energy estimation of docked complexes
39602041_sec11,39602041,AI-based Modeling & Design,Results > The mechanistic insights of the interaction of SETD7 residues with the inhibitors,result,research,33983660005,,The mechanistic insights of the interaction of SETD7 residues with the inhibitors
39602041_sec12,39602041,AI-based Modeling & Design,Results > Comparison of pharmacokinetic properties of IMPHY002979 with known inhibitors,result,research,,Tab1,Comparison of pharmacokinetic properties of IMPHY002979 with known inhibitors
39602041_sec13,39602041,AI-based Modeling & Design,Discussion,discussion,research,,,Discussion
39602041_sec14,39602041,AI-based Modeling & Design,Supplementary Information,other,research,,,Supplementary Information
40662150_sec0,40662150,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
40662150_sec1,40662150,AI-based Modeling & Design,Introduction,introduction,research,,,Introduction
40662150_sec3,40662150,AI-based Modeling & Design,"Materials and methods > RNA-sequencing data retrieval, read quantification, and differential gene expression analysis",method,research,,,"RNA-sequencing data retrieval, read quantification, and differential gene expression analysis"
40662150_sec4,40662150,AI-based Modeling & Design,"Materials and methods > Protein-protein interaction, hub genes identification, and functional enrichment analysis",method,research,,,"Protein-protein interaction, hub genes identification, and functional enrichment analysis"
40662150_sec5,40662150,AI-based Modeling & Design,Materials and methods > Structure retrieval of selected target proteins and domain analysis,method,research,,,Structure retrieval of selected target proteins and domain analysis
40662150_sec6,40662150,AI-based Modeling & Design,Materials and methods > Natural compounds retrieval,method,research,,,Natural compounds retrieval
40662150_sec7,40662150,AI-based Modeling & Design,Materials and methods > Selected protein targets virtual screening against natural compounds,method,research,,,Selected protein targets virtual screening against natural compounds
40662150_sec9,40662150,AI-based Modeling & Design,Results > Identification of differentially expressed genes,result,research,,,Identification of differentially expressed genes
40662150_sec10,40662150,AI-based Modeling & Design,Results > GO terms for dysregulated genes,result,research,,,GO terms for dysregulated genes
40662150_sec11,40662150,AI-based Modeling & Design,Results > Pathways enrichment analysis,result,research,,,Pathways enrichment analysis
40662150_sec12,40662150,AI-based Modeling & Design,Results > PPI analysis and hub genes identification,result,research,,,PPI analysis and hub genes identification
40662150_sec13,40662150,AI-based Modeling & Design,Results > Structural retrieval and virtual screening against natural compounds,result,research,660038935283;769901339123,,Structural retrieval and virtual screening against natural compounds
40662150_sec14,40662150,AI-based Modeling & Design,Results > Protein-ligand interaction analysis,result,research,,,Protein-ligand interaction analysis
40662150_sec15,40662150,AI-based Modeling & Design,Discussion,discussion,research,,,Discussion
40662150_sec16,40662150,AI-based Modeling & Design,Conclusion,discussion,research,,,Conclusion
40420790_sec0,40420790,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
40420790_sec1,40420790,AI-based Modeling & Design,INTRODUCTION,introduction,research,,,INTRODUCTION
40420790_sec3,40420790,AI-based Modeling & Design,MATERIALS AND METHODS > Materials,method,research,,,Materials
40420790_sec4,40420790,AI-based Modeling & Design,MATERIALS AND METHODS > Molecular Docking Setup,method,research,,,Molecular Docking Setup
40420790_sec6,40420790,AI-based Modeling & Design,EXPERIMENTAL > Synthesis of tert-butyl (2-(4-oxo-6-methyl-pyrimidin-2-yl)propan-2-yl)carbamate (3),method,research,,,Synthesis of tert-butyl(2-(4-oxo-6-methyl-pyrimidin-2-yl)propan-2-yl)carbamate(3)
40420790_sec7,40420790,AI-based Modeling & Design,"EXPERIMENTAL > Synthesis of N-(2-(4,6-diphenylpyrimidin-2-yl)propan-2-yl)methanesulfonamide (10a)",method,research,,,"Synthesis of N-(2-(4,6-diphenylpyrimidin-2-yl)propan-2-yl)methanesulfonamide(10a)"
40420790_sec8,40420790,AI-based Modeling & Design,"EXPERIMENTAL > Synthesis of 2-(4,6-diphenylpyrimidin-2-yl)butan-2-amine hydrochloride (10k)",method,research,,,"Synthesis of 2-(4,6-diphenylpyrimidin-2-yl)butan-2-amine hydrochloride(10k)"
40420790_sec9,40420790,AI-based Modeling & Design,RESULTS AND DISCUSSION,result,research,,,RESULTS AND DISCUSSION
40420790_sec10,40420790,AI-based Modeling & Design,CONCLUSION,discussion,research,,,CONCLUSION
39715975_sec0,39715975,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39715975_sec1,39715975,AI-based Modeling & Design,Introduction,introduction,research,354055055480;865540485923,,Introduction
39715975_sec3,39715975,AI-based Modeling & Design,Materials and methods > Cell lines and cell culture,method,research,,,Cell lines and cell culture
39715975_sec4,39715975,AI-based Modeling & Design,Materials and methods > Generative deep learning to generate virtual molecular library,method,research,,,Generative deep learning to generate virtual molecular library
39715975_sec5,39715975,AI-based Modeling & Design,Materials and methods > Molecular docking,method,research,,,Molecular docking
39715975_sec6,39715975,AI-based Modeling & Design,Materials and methods > Molecular docking > Ligand preparation,method,research,,,Ligand preparation
39715975_sec7,39715975,AI-based Modeling & Design,Materials and methods > Molecular docking > Grid preparation,method,research,,,Grid preparation
39715975_sec8,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation,method,research,,,Molecular dynamics simulation
39715975_sec9,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Protein preparation,method,research,,,Protein preparation
39715975_sec10,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Ligand preparation,method,research,,,Ligand preparation
39715975_sec11,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > System assembly,method,research,,,System assembly
39715975_sec12,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Force field parameters,method,research,,,Force field parameters
39715975_sec13,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Energy minimization,method,research,,,Energy minimization
39715975_sec14,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Production MD simulation,method,research,,,Production MD simulation
39715975_sec15,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Data collection,method,research,,,Data collection
39715975_sec16,39715975,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulation > Software and hardware,method,research,,,Software and hardware
39715975_sec17,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties,method,research,,,Calculations of molecular properties
39715975_sec18,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Molecular weight (MW),method,research,,,Molecular weight(MW)
39715975_sec19,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Water–octanol partition coefficient (LogP),method,research,,,Water–octanol partition coefficient(LogP)
39715975_sec20,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Qualitative estimate of drug-likeness (QED),method,research,,,Qualitative estimate of drug-likeness(QED)
39715975_sec21,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Topological polar surface area (TPSA),method,research,,,Topological polar surface area(TPSA)
39715975_sec22,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Water solubility (LogS),method,research,,,Water solubility(LogS)
39715975_sec23,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Hydrogen bond donors (HBD),method,research,,,Hydrogen bond donors(HBD)
39715975_sec24,39715975,AI-based Modeling & Design,Materials and methods > Calculations of molecular properties > Hydrogen bond acceptors (HBA),method,research,,,Hydrogen bond acceptors(HBA)
39715975_sec25,39715975,AI-based Modeling & Design,Materials and methods > Uniform manifold approximation and projection (UMAP),method,research,,,Uniform manifold approximation and projection(UMAP)
39715975_sec26,39715975,AI-based Modeling & Design,Materials and methods > Tree maps (TMAPs),method,research,,,Tree maps(TMAPs)
39715975_sec27,39715975,AI-based Modeling & Design,Materials and methods > Cell viability assay,method,research,,,Cell viability assay
39715975_sec28,39715975,AI-based Modeling & Design,Materials and methods > Colony-forming assay,method,research,,,Colony-forming assay
39715975_sec29,39715975,AI-based Modeling & Design,Materials and methods > Soft-agar colony formation assay,method,research,,,Soft-agar colony formation assay
39715975_sec30,39715975,AI-based Modeling & Design,Materials and methods > Western blotting analysis,method,research,,,Western blotting analysis
39715975_sec31,39715975,AI-based Modeling & Design,Materials and methods > Apoptotic assay,method,research,,,Apoptotic assay
39715975_sec32,39715975,AI-based Modeling & Design,Materials and methods > Immunofluorescence,method,research,,,Immunofluorescence
39715975_sec33,39715975,AI-based Modeling & Design,Materials and methods > DFT calculation,method,research,,,DFT calculation
39715975_sec34,39715975,AI-based Modeling & Design,Materials and methods > Virtual screening strategies,method,research,,,Virtual screening strategies
39715975_sec35,39715975,AI-based Modeling & Design,Materials and methods > Statistical analysis,method,research,,,Statistical analysis
39715975_sec37,39715975,AI-based Modeling & Design,Results > Generation of molecular libraries using generative deep learning,result,research,985373373260,,Generation of molecular libraries using generative deep learning
39715975_sec38,39715975,AI-based Modeling & Design,Results > Virtual screening and molecular docking,result,research,,,Virtual screening and molecular docking
39715975_sec39,39715975,AI-based Modeling & Design,Results > HG106 and HG110 inhibits the viability of NSCLC cells,result,research,,,HG106 and HG110 inhibits the viability of NSCLC cells
39715975_sec40,39715975,AI-based Modeling & Design,Results > HG106 and HG110 inhibits the proliferation of NSCLC cells,result,research,446204096525,,HG106 and HG110 inhibits the proliferation of NSCLC cells
39715975_sec41,39715975,AI-based Modeling & Design,Results > HG106 and HG110 promotes apoptosis in NSCLC cells,result,research,410545818823,,HG106 and HG110 promotes apoptosis in NSCLC cells
39715975_sec42,39715975,AI-based Modeling & Design,Results > HG106 and HG110 exert anti-tumor activity by suppressing the activation of STAT3,result,research,,,HG106 and HG110 exert anti-tumor activity by suppressing the activation of STAT3
39715975_sec43,39715975,AI-based Modeling & Design,Results > Binding model analysis and molecular dynamics simulations,result,research,40693248828,,Binding model analysis and molecular dynamics simulations
39715975_sec44,39715975,AI-based Modeling & Design,Discussion,discussion,research,,,Discussion
39715975_sec45,39715975,AI-based Modeling & Design,Conclusion,discussion,research,,,Conclusion
39715975_sec46,39715975,AI-based Modeling & Design,Supplementary Information,other,research,,,Supplementary Information
38437501_sec0,38437501,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
38437501_sec1,38437501,AI-based Modeling & Design,Introduction,introduction,research,,,Introduction
38437501_sec3,38437501,AI-based Modeling & Design,Methods > Data Curation,method,research,,,Data Curation
38437501_sec4,38437501,AI-based Modeling & Design,Methods > Data Set Preparation,method,research,,,Data Set Preparation
38437501_sec5,38437501,AI-based Modeling & Design,Methods > Training and Test Split,method,research,,,Training and Test Split
38437501_sec6,38437501,AI-based Modeling & Design,Methods > Feature Selection,method,research,,,Feature Selection
38437501_sec7,38437501,AI-based Modeling & Design,Methods > Feature Selection > Fisher Weight (FW),method,research,,,Fisher Weight(FW)
38437501_sec8,38437501,AI-based Modeling & Design,Methods > Feature Selection > Random Forest (RF),method,research,,,Random Forest(RF)
38437501_sec9,38437501,AI-based Modeling & Design,Methods > Feature Selection > Principal Component Analysis (PCA),method,research,,,Principal Component Analysis(PCA)
38437501_sec10,38437501,AI-based Modeling & Design,Methods > Machine Learning (ML) Model Selection and Generation,method,research,,tbl1,Machine Learning(ML)Model Selection and Generation
38437501_sec11,38437501,AI-based Modeling & Design,Methods > Virtual Screening,method,research,,,Virtual Screening
38437501_sec12,38437501,AI-based Modeling & Design,Methods > In Vitro Assays,method,research,652307470788,,In Vitro Assays
38437501_sec14,38437501,AI-based Modeling & Design,Results and Discussion > Data Curation,result,research,,,Data Curation
38437501_sec15,38437501,AI-based Modeling & Design,Results and Discussion > Machine Learning Models,result,research,74564501690;661089129484;897014330639,tbl2,Machine Learning Models
38437501_sec16,38437501,AI-based Modeling & Design,Results and Discussion > Virtual Screening,result,research,,tbl3,Virtual Screening
38437501_sec17,38437501,AI-based Modeling & Design,Results and Discussion > Identified Hit Compounds Inhibit MRSA and MSSA Growth In Vitro,result,research,,tbl4,Identified Hit Compounds Inhibit MRSA and MSSA Growth In Vitro
38437501_sec18,38437501,AI-based Modeling & Design,Conclusions,discussion,research,,,Conclusions
39740163_sec0,39740163,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39740163_sec1,39740163,AI-based Modeling & Design,Introduction,introduction,research,484702142111,,Introduction
39740163_sec3,39740163,AI-based Modeling & Design,Method > Molecular Docking,method,research,,,Molecular Docking
39740163_sec4,39740163,AI-based Modeling & Design,Method > Structure-Based Virtual Screening,method,research,,,Structure-Based Virtual Screening
39740163_sec5,39740163,AI-based Modeling & Design,"Method > Interaction
Analysis",method,research,,,Interaction Analysis
39740163_sec6,39740163,AI-based Modeling & Design,Method > Kinase Assay,method,research,,,Kinase Assay
39740163_sec7,39740163,AI-based Modeling & Design,Method > Chemical Space Analysis,method,research,,,Chemical Space Analysis
39740163_sec8,39740163,AI-based Modeling & Design,Method > Cell Culture,method,research,,,Cell Culture
39740163_sec9,39740163,AI-based Modeling & Design,"Method > Cell Cytotoxicity
Assay",method,research,,,Cell Cytotoxicity Assay
39740163_sec10,39740163,AI-based Modeling & Design,Method > Immunoblot Analyses,method,research,,,Immunoblot Analyses
39740163_sec11,39740163,AI-based Modeling & Design,Method > Wound Healing Assay,method,research,,,Wound Healing Assay
39740163_sec12,39740163,AI-based Modeling & Design,"Method > Cellular Fractionation
Procedure",method,research,,,Cellular Fractionation Procedure
39740163_sec13,39740163,AI-based Modeling & Design,Method > Statistical Analysis,method,research,,,Statistical Analysis
39740163_sec15,39740163,AI-based Modeling & Design,"Results > Structure-Based
Virtual Screening Campaign",result,research,,tbl1,Structure-Based Virtual Screening Campaign
39740163_sec16,39740163,AI-based Modeling & Design,"Results > Validation of Selected
Molecules",result,research,783610860765,,Validation of Selected Molecules
39740163_sec17,39740163,AI-based Modeling & Design,Results > Interaction Analysis and Structural Characteristics of P162-0948,result,research,369046750797,,Interaction Analysis and Structural Characteristics of P162-0948
39740163_sec18,39740163,AI-based Modeling & Design,Results > Selectivity of P162-0948,result,research,309348763205,,Selectivity of P162-0948
39740163_sec19,39740163,AI-based Modeling & Design,Results > P162-0948 Is a Structurally Novel CDK8 Inhibitor,result,research,994184750371,,P162-0948 Is a Structurally Novel CDK8 Inhibitor
39740163_sec20,39740163,AI-based Modeling & Design,"Results > P162-0948 Modulates TGF-β1
Signaling through CDK8 Inhibition",result,research,307467631825,,P162-0948 Modulates TGF-β1 Signaling through CDK8 Inhibition
39740163_sec21,39740163,AI-based Modeling & Design,"Results > P162-0948 Reduces TGF-β1-Mediated
EMT Protein Expression",result,research,770423609079,,P162-0948 Reduces TGF-β1-Mediated EMT Protein Expression
39740163_sec22,39740163,AI-based Modeling & Design,"Results > P162-0948 Disrupts the TGF-β1/Smad3
Signaling Pathway",result,research,223925058823,,P162-0948 Disrupts the TGF-β1/Smad3 Signaling Pathway
39740163_sec23,39740163,AI-based Modeling & Design,Discussion,discussion,research,,,Discussion
39850657_sec0,39850657,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39850657_sec1,39850657,AI-based Modeling & Design,Introduction,introduction,research,,,Introduction
39850657_sec3,39850657,AI-based Modeling & Design,Material and methods > Features generation,method,research,961684129715,,Features generation
39850657_sec4,39850657,AI-based Modeling & Design,Material and methods > Features generation > Node feature:,method,research,,,Node feature:
39850657_sec5,39850657,AI-based Modeling & Design,Material and methods > Features generation > Edge features:,method,research,,,Edge features:
39850657_sec6,39850657,AI-based Modeling & Design,Material and methods > Dataset,method,research,,tbl0010;tbl0020,Dataset
39850657_sec7,39850657,AI-based Modeling & Design,Material and methods > Evaluation metrics and competing methods,method,research,,,Evaluation metrics and competing methods
39850657_sec8,39850657,AI-based Modeling & Design,Material and methods > Network architecture,method,research,,,Network architecture
39850657_sec9,39850657,AI-based Modeling & Design,Material and methods > Model training,method,research,,,Model training
39850657_sec10,39850657,AI-based Modeling & Design,Material and methods > Estimation of protein-protein interface quality:,method,research,,,Estimation of protein-protein interface quality:
39850657_sec12,39850657,AI-based Modeling & Design,Results and discussion > Ability to rank predicted models,result,research,663790657699;820742072388,,Ability to rank predicted models
39850657_sec13,39850657,AI-based Modeling & Design,Results and discussion > Ability to distinguish high-quality models,result,research,161963395131;694422590177,,Ability to distinguish high-quality models
39850657_sec14,39850657,AI-based Modeling & Design,Results and discussion > Ablation study,result,research,114644246021,,Ablation study
39850657_sec15,39850657,AI-based Modeling & Design,Conclusions,discussion,research,,,Conclusions
39850657_sec16,39850657,AI-based Modeling & Design,CRediT authorship contribution statement,other,research,,,CRediT authorship contribution statement
39850657_sec17,39850657,AI-based Modeling & Design,Declaration of Competing Interest,other,research,,,Declaration of Competing Interest
39811675_sec0,39811675,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39811675_sec1,39811675,AI-based Modeling & Design,Introduction,introduction,research,,,Introduction
39811675_sec3,39811675,AI-based Modeling & Design,Materials and methods > Chemicals and reagents,method,research,,,Chemicals and reagents
39811675_sec4,39811675,AI-based Modeling & Design,Materials and methods > Enzymatic digestion,method,research,,,Enzymatic digestion
39811675_sec5,39811675,AI-based Modeling & Design,Materials and methods > Sequence identification,method,research,,,Sequence identification
39811675_sec6,39811675,AI-based Modeling & Design,Materials and methods > Determining the inhibitory effect of peptides on the micelle solubility of cholesterol,method,research,,,Determining the inhibitory effect of peptides on the micelle solubility of cholesterol
39811675_sec7,39811675,AI-based Modeling & Design,Materials and methods > Determination of HMGCR activity,method,research,,,Determination of HMGCR activity
39811675_sec8,39811675,AI-based Modeling & Design,Materials and methods > Virtual screening,method,research,,,Virtual screening
39811675_sec9,39811675,AI-based Modeling & Design,Materials and methods > Cell culture,method,research,,,Cell culture
39811675_sec10,39811675,AI-based Modeling & Design,Materials and methods > Determination of blood lipid levels,method,research,,,Determination of blood lipid levels
39811675_sec11,39811675,AI-based Modeling & Design,Materials and methods > Molecular docking simulations,method,research,,,Molecular docking simulations
39811675_sec12,39811675,AI-based Modeling & Design,Materials and methods > Molecular dynamics simulations,method,research,,,Molecular dynamics simulations
39811675_sec13,39811675,AI-based Modeling & Design,Materials and methods > Statistical analysis,method,research,,,Statistical analysis
39811675_sec15,39811675,AI-based Modeling & Design,Results > Peptide yield and HMGCR inhibition rate of enzymatic hydrolysates,result,research,181130259140,,Peptide yield and HMGCR inhibition rate of enzymatic hydrolysates
39811675_sec16,39811675,AI-based Modeling & Design,Results > Virtual screening of small molecule active peptides targeting HMGR inhibition,result,research,790377889154,tab1;tab2,Virtual screening of small molecule active peptides targeting HMGR inhibition
39811675_sec17,39811675,AI-based Modeling & Design,Results > Effects of peptide fractions on TC content in high-fat Hep-G2 cells,result,research,920896643433,,Effects of peptide fractions on TC content in high-fat Hep-G2 cells
39811675_sec18,39811675,AI-based Modeling & Design,Results > Inhibition rate of HMGCR by peptide fractions in vitro,result,research,,,Inhibition rate of HMGCR by peptide fractions in vitro
39811675_sec19,39811675,AI-based Modeling & Design,Results > Inhibition of cholesterol micelle solubility of peptide fractions in vitro,result,research,,,Inhibition of cholesterol micelle solubility of peptide fractions in vitro
39811675_sec20,39811675,AI-based Modeling & Design,Results > Effect of abalone active peptides on TC and TG of Hep-G2 cells,result,research,504390980587,,Effect of abalone active peptides on TC and TG of Hep-G2 cells
39811675_sec21,39811675,AI-based Modeling & Design,Results > Effects of abalone active peptides on in vitro cholesterol micellar solubility inhibition rate,result,research,,,Effects of abalone active peptides on in vitro cholesterol micellar solubility inhibition rate
39811675_sec22,39811675,AI-based Modeling & Design,Results > HMGCR enzyme inhibition rate of abalone active peptides,result,research,303166086423,,HMGCR enzyme inhibition rate of abalone active peptides
39811675_sec23,39811675,AI-based Modeling & Design,Results > Molecular docking force between abalone active peptides and HMGCR,result,research,49423917233,tab3,Molecular docking force between abalone active peptides and HMGCR
39811675_sec24,39811675,AI-based Modeling & Design,Results > Stability analysis of abalone active peptide pair binding to HMGCR,result,research,490088289763,,Stability analysis of abalone active peptide pair binding to HMGCR
39811675_sec25,39811675,AI-based Modeling & Design,Discussion,discussion,research,,,Discussion
39811675_sec26,39811675,AI-based Modeling & Design,Conclusion,discussion,research,,,Conclusion
39795157_sec0,39795157,AI-based Modeling & Design,abstract,abstract,research,,,Abstract
39795157_sec1,39795157,AI-based Modeling & Design,1. Introduction,introduction,research,157023493137,,Introduction
39795157_sec3,39795157,AI-based Modeling & Design,2. Results and Discussion > 2.1. Comparative Modeling of hTRPV4 and Binding Site Prediction,result,research,,,Comparative Modeling of hTRPV4 and Binding Site Prediction
39795157_sec5,39795157,AI-based Modeling & Design,2. Results and Discussion > 2.2. Virtual Screening for the Discovery of Novel hTRPV4 Antagonists > 2.2.1. Structure-Based Virtual Screening,result,research,,,Structure-Based Virtual Screening
39795157_sec6,39795157,AI-based Modeling & Design,2. Results and Discussion > 2.2. Virtual Screening for the Discovery of Novel hTRPV4 Antagonists > 2.2.2. Ligand-Based Virtual Screening,result,research,,,Ligand-Based Virtual Screening
39795157_sec7,39795157,AI-based Modeling & Design,2. Results and Discussion > 2.2. Virtual Screening for the Discovery of Novel hTRPV4 Antagonists > 2.2.3. Prediction of ADMET Properties,result,research,,,Prediction of ADMET Properties
39795157_sec8,39795157,AI-based Modeling & Design,2. Results and Discussion > 2.3. Biological Activity of the Virtual Screening Hits,result,research,,,Biological Activity of the Virtual Screening Hits
