section_id,pmcid,pmid,topic_category,path,section_category,article_category,fig_ids,table_ids,ref_ids
474789164739,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Results > Influence of the active site dynamics on RNase J2 activity,result,research,285615816132,,
104882240749,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Results > Multiple residues can serve as a Lewis acid or base in RNase J2,result,research,710885609451,,
179136673881,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Results > A structural role for the metal cofactor in RNase J2,result,research,,tbl1,
238717043456,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Results > The metal cofactor M B tethers interdomain movement in RNase J2,result,research,275635876383,,
430333451114,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Results > Catalytically important water molecules at the active site,result,research,81931174572;872636412858,,
397155940598,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Discussion,discussion,research,,,
82209200831,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method,method,research,,,
797603554987,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Protein purification and crystallization,method,research,,,
61683508008,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Data collection and structure determination,method,research,,,
231229190614,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Estimation of the protonation state of histidine from high-resolution crystal structures,method,research,,,
979264909565,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > RT-FeDEx assay for RNase J2 and its mutants,method,research,,,
464565276651,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Cloning of rnjB mutants for transformation in a rnjB deletion strain,method,research,,,
118951099115,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Hemolysis assay,method,research,,,
318555041112,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Bacterial RNA isolation and relative expression of genes by RT-qPCR,method,research,,,
8707807638,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Quantum mechanics/molecular mechanics (QM/MM),method,research,,,
463544349407,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Quantum mechanics/molecular mechanics (QM/MM) > Input files,method,research,,,
491659789877,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Quantum mechanics/molecular mechanics (QM/MM) > MD simulations,method,research,,,
134411993847,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Method > Quantum mechanics/molecular mechanics (QM/MM) > QM/MM minimization,method,research,,,
442115769614,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Data availability,other,research,,,
915406819872,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Supporting information,other,research,,,
287652758101,PMC11815676,39742998,Protein Structure & Enzyme Engineering,Conflict of interest,other,research,,,
354690543485,PMC11725872,39793047,Protein Structure & Enzyme Engineering,abstract,abstract,research,,,
103798666325,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion,result,research,,,
818274859876,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Engineered Linked TRAP Dimers (dTRAP) Enable Control Over Nearest-Neighbor Configurations.,result,research,,,
630020247442,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Aha dTRAP Retains Native Oligomeric Structure and Strong Cooperativity in Trp Binding.,result,research,752824357686,,
706197021761,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Eliminating NN Interactions Impairs Trp Binding.,result,research,215964148948,,
815260218068,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Cryo-EM Single Particle Reconstruction of dTRAP WT-WT and WT-Mut Constructs.,result,research,213098102257;232739649958,,
612112697255,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Map Differences Correspond Primarily to the Trp Binding Loops.,result,research,,,
386080328972,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Results and Discussion > Ligand Binding Induces Increased Order at Neighboring Sites.,result,research,,,
176378598696,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Conclusions,discussion,research,139926982386,,
706019812169,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods,method,research,,,
7106472025,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Preparation of Linked Aha TRAP Variants (dTRAP).,method,research,,,
347871085329,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Concentration of Components.,method,research,,,
800234016348,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > CD.,method,research,,,
633663432874,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > ITC.,method,research,,,
759646406555,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > TROSY-HSQC NMR Spectra of Aha TRAP and dTRAP Variants.,method,research,,,
541832921972,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > dTRAP Structure Modeling and Prediction.,method,research,,,
205252332626,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > RNA Filter Binding Assay.,method,research,,,
931708473309,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Native Mass Spectrometry (nMS).,method,research,,,
749406771141,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Cryo-EM Sample Preparation.,method,research,,,
851591261623,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Cryo-EM Data Collection.,method,research,,,
27858075971,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Cryo-EM Data Processing.,method,research,,,
798321631798,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Methods > Cryo-EM Model Building.,method,research,,,
780606198110,PMC11725872,39793047,Protein Structure & Enzyme Engineering,Supplementary Material,other,research,,,
157910173314,PMC11720212,39795995,Protein Structure & Enzyme Engineering,abstract,abstract,research,,,
552527024029,PMC11720212,39795995,Protein Structure & Enzyme Engineering,1. Introduction,introduction,research,,,
508943127894,PMC11720212,39795995,Protein Structure & Enzyme Engineering,2. Results,result,research,,,
536584663452,PMC11720212,39795995,Protein Structure & Enzyme Engineering,2. Results > 2.1. The Productivity of the Fusion Protein R31 Needs to Be Enhanced,result,research,,,
788784443288,PMC11720212,39795995,Protein Structure & Enzyme Engineering,"2. Results > 2.2. The Productivity of R31 Was Improved by Incorporating an Additional Disulfide Bond, V231C/Y250C",result,research,,,
502769353657,PMC11720212,39795995,Protein Structure & Enzyme Engineering,2. Results > 2.3. The Fusion Protein R31-G176K-V231C/Y250C Exhibited Improved Productivity and Thermal Stability,result,research,,,
817744396789,PMC11720212,39795995,Protein Structure & Enzyme Engineering,2. Results > 2.4. The Fusion Protein R31-G176K-V231C/Y250C Showed Increased Anti-Fibrotic Activity,result,research,,,
114591425277,PMC11720212,39795995,Protein Structure & Enzyme Engineering,3. Discussion,discussion,research,,,
941160184416,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods,method,research,,,
538639233494,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.1. Animals,method,research,,,
114218560634,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.2. Expression and Purification of Fusion Proteins,method,research,,,
26193633189,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.3. SDS-PAGE and Western Blot Analysis,method,research,,,
493393589573,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.4. Computational Analysis of Residue Interactions,method,research,,,
920489000659,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.5. Protein Thermal Shift (PTS) Assay,method,research,,,
209081396984,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.6. Isolation of Mouse Hepatic Stellate Cells (HSCs),method,research,,,
765614834717,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.7. Quantitative Real-Time PCR,method,research,,,
479705299579,PMC11720212,39795995,Protein Structure & Enzyme Engineering,4. Materials and Methods > 4.8. Statistical Analysis,method,research,,,
617004237802,PMC11720212,39795995,Protein Structure & Enzyme Engineering,5. Conclusions,discussion,research,,,
321328664537,PMC11720212,39795995,Protein Structure & Enzyme Engineering,6. Patents,other,research,,,
810931773726,PMC11685842,39744096,Protein Structure & Enzyme Engineering,abstract,abstract,review,,,
67193640646,PMC11685842,39744096,Protein Structure & Enzyme Engineering,INTRODUCTION,introduction,review,,,
176880564677,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING,main,review,,,
560850774118,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING > The central dogma of protein engineering,main,review,794337632060,,
287055801834,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING > Numerical characterization of proteins,main,review,,,
124214697681,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING > Numerical characterization of proteins > Sequence,main,review,,,
968927830182,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING > Numerical characterization of proteins > Structure,main,review,,,
507986296354,PMC11685842,39744096,Protein Structure & Enzyme Engineering,KNOWLEDGE ALIGNMENT: PROTEIN ENGINEERING AND DEEP LEARNING > Numerical characterization of proteins > Molecular properties,main,review,,,
360218757842,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING,main,review,,,
920443166383,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein sequence encoding with language models,main,review,,,
795899162395,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein sequence encoding with language models > Encoder‐only models,main,review,266500137035,,
930093518128,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein sequence encoding with language models > Decoder‐only models,main,review,,,
97484732953,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein sequence encoding with language models > Encoder‐decoder models,main,review,,,
822904582938,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein structure encoding with geometric deep learning,main,review,574908976639,,
356368361603,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein structure encoding with geometric deep learning > Neural message passing,main,review,,,
855772501580,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein structure encoding with geometric deep learning > CNNs,main,review,,,
840182508469,PMC11685842,39744096,Protein Structure & Enzyme Engineering,PROTEIN REPRESENTATION LEARNING > Protein multimodal and multiscale joint encoding,main,review,,,
47310714285,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS,main,review,,mlf212157-tbl-0001,
158651158410,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > General benchmark,main,review,,,
59732920098,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Mutation effect prediction,main,review,,,
606339136546,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Structural homology detection,main,review,,,
201149199705,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Function prediction,main,review,,,
979878274914,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Function prediction > Solubility prediction,main,review,,,
995986076642,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Function prediction > Localization prediction,main,review,,,
86765302827,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Function prediction > Annotation prediction,main,review,,,
145211823500,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Protein binding,main,review,,,
763860279341,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Protein binding > Compound–protein interaction,main,review,,,
870203421691,PMC11685842,39744096,Protein Structure & Enzyme Engineering,BENCHMARKS ON THE DOWNSTREAM TASKS > Protein binding > Protein–protein interaction,main,review,,,
189744598667,PMC11685842,39744096,Protein Structure & Enzyme Engineering,CONCLUDING REMARKS,discussion,review,,,
702985483099,PMC11685841,39744090,Protein Structure & Enzyme Engineering,abstract,abstract,research,,,
200882346912,PMC11685841,39744090,Protein Structure & Enzyme Engineering,INTRODUCTION,introduction,research,,,
691146596932,PMC11685841,39744090,Protein Structure & Enzyme Engineering,RESULTS,result,research,,,
653696909620,PMC11685841,39744090,Protein Structure & Enzyme Engineering,RESULTS > Efficient combination of multiple mutations guided by the fine‐tuned model,result,research,282875172603;421647246113;564846073807,,
37149863091,PMC11685841,39744090,Protein Structure & Enzyme Engineering,RESULTS > Thermodynamic and kinetic stability of the best‐stabilized variant,result,research,,mlf212151-tbl-0001,
395873640667,PMC11685841,39744090,Protein Structure & Enzyme Engineering,RESULTS > Molecular mechanisms underlying higher thermostability of 13M4,result,research,226769452598;723885884985,,
935602224889,PMC11685841,39744090,Protein Structure & Enzyme Engineering,RESULTS > Epistatic effects of mutations captured by the fine‐tuned Pro‐PRIME model,result,research,376379813061,,
418109849672,PMC11685841,39744090,Protein Structure & Enzyme Engineering,DISCUSSION,discussion,research,,,
257136291402,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS,method,research,,,
261686221201,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Materials,method,research,,,
496758466227,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Protein expression and purification,method,research,,,
82829731943,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Activity assay,method,research,,,
569406697663,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Thermodynamic stability analysis,method,research,,,
99253200301,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Kinetic stability analysis,method,research,,,
506253507840,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Kinetic parameters,method,research,,,
225773891764,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Fine‐tuning of the Pro‐PRIME,method,research,,,
540567582265,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Molecular dynamics simulations,method,research,,,
30140874660,PMC11685841,39744090,Protein Structure & Enzyme Engineering,MATERIALS AND METHODS > Dynamics cross‐correlation matrix,method,research,,,
979031151052,PMC11685841,39744090,Protein Structure & Enzyme Engineering,AUTHOR CONTRIBUTIONS,other,research,,,
611884590847,PMC11685841,39744090,Protein Structure & Enzyme Engineering,ETHICS STATEMENT,other,research,,,
944870044967,PMC11685841,39744090,Protein Structure & Enzyme Engineering,CONFLICT OF INTERESTS,other,research,,,
451102255038,PMC11685841,39744090,Protein Structure & Enzyme Engineering,Supporting information,other,research,,,
711108396947,PMC11791315,39725033,Protein Structure & Enzyme Engineering,abstract,abstract,research,,,
106989498120,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Results,result,research,,,
27029793849,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Results > Impact of an SSA analog on the thermostability of SF3B1 in nuclear extract,result,research,920743619482,,
620224719347,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Results > An unknown factor affects SF3B1 thermostability in some nuclear extract preparations,result,research,515044391345;720955001381,,
635375735786,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Results > Modulation of SF3B1 stability by other natural product scaffolds,result,research,193544203989,,
431996044466,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Results > WX-02-23 shifts SF3B1 thermostability and inhibits pre-mRNA splicing in vitro,result,research,43883393544;335025462873,,
544632196931,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Discussion,discussion,research,,,
7542378971,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Discussion > SF3B1 thermostability and natural product splicing inhibitors,discussion,research,,,
510701165471,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Discussion > A new SF3B1 splicing inhibitor,discussion,research,,,
392687184955,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method,method,research,,,
556398874595,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > SF3B1 inhibitors,method,research,,,
931339231193,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > HeLa nuclear extract preparation,method,research,,,
371105234953,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > Thermal shift assay,method,research,,,
83766315317,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > Dot blots,method,research,,,
568786061955,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > Western blot,method,research,,,
638638039004,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > In vitro splicing assays,method,research,,,
838191511799,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Method > Native gel analysis,method,research,,,
195873951708,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Data availability,other,research,,,
813581812764,PMC11791315,39725033,Protein Structure & Enzyme Engineering,Conflict of interest,other,research,,,
954701574080,PMC11720324,39795912,Protein Structure & Enzyme Engineering,abstract,abstract,review,,,
971787759233,PMC11720324,39795912,Protein Structure & Enzyme Engineering,1. Introduction,introduction,review,,,
473597627661,PMC11720324,39795912,Protein Structure & Enzyme Engineering,2. New Framework for the Relationship Between Protein Folding and Aggregation,main,review,,,
115968533099,PMC11720324,39795912,Protein Structure & Enzyme Engineering,3. Relationship Between Misfolding and Aggregation,main,review,,,
379240581119,PMC11720324,39795912,Protein Structure & Enzyme Engineering,4. Relationship Between Anfinsen’s Thermodynamic Hypothesis and Aggregation,main,review,,,
916731374511,PMC11720324,39795912,Protein Structure & Enzyme Engineering,5. Relationship Between Molecular Chaperones and Aggregation,main,review,,,
862620214215,PMC11720324,39795912,Protein Structure & Enzyme Engineering,5. Relationship Between Molecular Chaperones and Aggregation > 5.1. Independence Between Direct and Indirect Protein Folding Assistance of Molecular Chaperones,main,review,,,
687960532906,PMC11720324,39795912,Protein Structure & Enzyme Engineering,5. Relationship Between Molecular Chaperones and Aggregation > 5.2. GroEL/ES Chamber: Delineating Independence Between Protein Folding and Aggregation,main,review,,,
953355594874,PMC11720324,39795912,Protein Structure & Enzyme Engineering,5. Relationship Between Molecular Chaperones and Aggregation > 5.3. Overlooked Aspects of the Complex Cellular Milieu in the Molecular Chaperone Concept,main,review,,,
533490818827,PMC11720324,39795912,Protein Structure & Enzyme Engineering,6. Generic Intrinsic Chaperone-like Activities of Cellular Macromolecules: Their Independent Effects on Protein Folding and Aggregation,main,review,,,
510198710429,PMC11720324,39795912,Protein Structure & Enzyme Engineering,6. Generic Intrinsic Chaperone-like Activities of Cellular Macromolecules: Their Independent Effects on Protein Folding and Aggregation > 6.1. Independent Effects of Macromolecular Tethering on Protein Folding and Aggregation,main,review,,,
